class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5090513825416565,0.08915495872497559,-0.47901779413223267,0.9999977350234985,0.517963171005249,0.06960870325565338,-0.45686739683151245,0.999989926815033,0.5234036445617676,0.06996458023786545,-0.4568856358528137,0.9999900460243225,0.527391254901886,0.07039099186658859,-0.45686769485473633,0.9999890923500061,0.5014873147010803,0.06939402967691422,-0.4577518403530121,0.9999884366989136,0.4961487650871277,0.06973092257976532,-0.45779362320899963,0.9999886751174927,0.49098166823387146,0.07004018127918243,-0.4578133225440979,0.9999875426292419,0.5335299968719482,0.07947095483541489,-0.2912338376045227,0.9999765157699585,0.4853845536708832,0.07896040380001068,-0.2956724762916565,0.9999713897705078,0.5195139646530151,0.1117565929889679,-0.414752721786499,0.9999963641166687,0.4986492097377777,0.11136294156312943,-0.41632184386253357,0.9999955892562866,0.582726001739502,0.20377090573310852,-0.15963658690452576,0.9999876618385315,0.44260281324386597,0.20323868095874786,-0.17355389893054962,0.9999813437461853,0.5943954586982727,0.3538839519023895,-0.07693412899971008,0.992224931716919,0.43156561255455017,0.3625570833683014,-0.09856610745191574,0.9846633076667786,0.6126959919929504,0.4877372682094574,-0.2291383445262909,0.9862017631530762,0.4127247929573059,0.49167534708976746,-0.23061935603618622,0.9779642224311829,0.6183017492294312,0.5235637426376343,-0.270734965801239,0.9662354588508606,0.4024510383605957,0.5345996618270874,-0.2732987701892853,0.9565930366516113,0.6134790778160095,0.5237553715705872,-0.3259149193763733,0.9700203537940979,0.40905943512916565,0.5357238054275513,-0.328899085521698,0.9606775641441345,0.6089094877243042,0.5131529569625854,-0.25411006808280945,0.9638749957084656,0.4146305024623871,0.5211837291717529,-0.25519609451293945,0.9521012902259827,0.5472279787063599,0.46922168135643005,0.006186403799802065,0.9998475909233093,0.46958470344543457,0.47025951743125916,-0.006405970547348261,0.9998242259025574,0.5582608580589294,0.6839982271194458,-0.018488256260752678,0.9928600192070007,0.46481385827064514,0.6794662475585938,-0.023404095321893692,0.9935507774353027,0.5651302337646484,0.8735873103141785,0.21094965934753418,0.9935130476951599,0.46377602219581604,0.8693220615386963,0.2098638117313385,0.9926420450210571,0.5571391582489014,0.9003708362579346,0.22185823321342468,0.9173645377159119,0.4718795418739319,0.8907127380371094,0.22124862670898438,0.8618507385253906,0.5834535360336304,0.9387811422348022,0.02560771442949772,0.9909291863441467,0.45162510871887207,0.9363406896591187,0.021822400391101837,0.9891383051872253
up,0.5080520510673523,0.08859872072935104,-0.4893921911716461,0.9999977350234985,0.5170943140983582,0.06916607916355133,-0.4672938883304596,0.9999902248382568,0.522698700428009,0.06952089816331863,-0.46730756759643555,0.9999902844429016,0.5268844962120056,0.06999243050813675,-0.4672914445400238,0.9999893307685852,0.5007327795028687,0.06903643906116486,-0.4680249094963074,0.9999887347221375,0.4954755902290344,0.06941671669483185,-0.46807193756103516,0.9999889731407166,0.49029964208602905,0.06976809352636337,-0.46809202432632446,0.9999879002571106,0.5326834917068481,0.07923826575279236,-0.3018004596233368,0.9999772310256958,0.48516783118247986,0.07861877232789993,-0.3053658604621887,0.9999723434448242,0.518518328666687,0.11133473366498947,-0.4249306321144104,0.9999964237213135,0.4974910616874695,0.11093119531869888,-0.4262257516384125,0.9999956488609314,0.5820928812026978,0.20366781949996948,-0.16680867969989777,0.9999874234199524,0.4414784908294678,0.20294322073459625,-0.18511037528514862,0.9999819397926331,0.5940953493118286,0.3539952039718628,-0.08163448423147202,0.9922025203704834,0.4305032193660736,0.36058899760246277,-0.10935678333044052,0.9846908450126648,0.6122894883155823,0.48764222860336304,-0.23054802417755127,0.985863447189331,0.41231077909469604,0.490155428647995,-0.2381322830915451,0.9781094789505005,0.6179346442222595,0.5234627723693848,-0.270999014377594,0.9654327034950256,0.4020400047302246,0.5338324308395386,-0.2807636857032776,0.9569424390792847,0.6131080389022827,0.5236831903457642,-0.3262631893157959,0.9692819118499756,0.4085811972618103,0.5349560379981995,-0.33695074915885925,0.9609902501106262,0.6085569262504578,0.5130484104156494,-0.2555830180644989,0.9630517363548279,0.4141136705875397,0.5199722051620483,-0.2628973126411438,0.9523672461509705,0.5457544326782227,0.4689244329929352,0.007510114461183548,0.999847412109375,0.46855053305625916,0.46948757767677307,-0.007738186977803707,0.9998270869255066,0.5577580332756042,0.6845144629478455,-0.0199086032807827,0.9928469657897949,0.4638735353946686,0.6800687313079834,-0.02511909231543541,0.9936382174491882,0.5650773644447327,0.8737152814865112,0.22244413197040558,0.9935463666915894,0.46371421217918396,0.8696492910385132,0.21258679032325745,0.9927524328231812,0.5570336580276489,0.9007249474525452,0.23479458689689636,0.9181337356567383,0.47183704376220703,0.8912392854690552,0.2244853973388672,0.8628307580947876,0.5834136605262756,0.9386762976646423,0.03633662313222885,0.9909741282463074,0.45179933309555054,0.9363832473754883,0.0237874835729599,0.9892600178718567
up,0.4884505867958069,0.08723179250955582,-0.48139095306396484,0.999997615814209,0.49685725569725037,0.06829357147216797,-0.4591518044471741,0.99998939037323,0.502396821975708,0.06851417571306229,-0.45917630195617676,0.9999894499778748,0.5076909065246582,0.06894687563180923,-0.4591693878173828,0.9999886751174927,0.4809526801109314,0.06876778602600098,-0.45803847908973694,0.9999882578849792,0.47588539123535156,0.06919673085212708,-0.45807790756225586,0.999988317489624,0.47249531745910645,0.06963403522968292,-0.4580923914909363,0.9999876022338867,0.5146462321281433,0.07891110330820084,-0.29897767305374146,0.9999755024909973,0.4681689739227295,0.07906436175107956,-0.29396679997444153,0.9999703168869019,0.49934834241867065,0.10973756015300751,-0.4197717607021332,0.9999959468841553,0.4786061644554138,0.10934136807918549,-0.4185940623283386,0.999995231628418,0.5659090280532837,0.20296736061573029,-0.17666780948638916,0.9999824166297913,0.4238728880882263,0.20597070455551147,-0.1725023090839386,0.9999785423278809,0.5797784328460693,0.35232260823249817,-0.1027914434671402,0.9900842308998108,0.41457945108413696,0.36321452260017395,-0.09733324497938156,0.9825228452682495,0.5962170362472534,0.48461443185806274,-0.24473345279693604,0.9784451127052307,0.39776474237442017,0.4935425817966461,-0.22253815829753876,0.973470151424408,0.6058441400527954,0.5202600359916687,-0.28433758020401,0.9499404430389404,0.38747209310531616,0.536003828048706,-0.2640998959541321,0.948204517364502,0.6004112362861633,0.5201643109321594,-0.3377329707145691,0.9549697041511536,0.39441388845443726,0.5372633337974548,-0.31756821274757385,0.9529508352279663,0.5946272611618042,0.5099265575408936,-0.2688756585121155,0.9473172426223755,0.4006170630455017,0.5225968956947327,-0.24673119187355042,0.9441252946853638,0.5348001718521118,0.4682709872722626,0.0012495320988819003,0.9998340606689453,0.45791006088256836,0.46950653195381165,-0.0014879144728183746,0.9998204112052917,0.5487927198410034,0.6850501894950867,-0.020058557391166687,0.9936769008636475,0.4585433602333069,0.6790275573730469,-0.012384621426463127,0.9944237470626831,0.5647198557853699,0.8715797066688538,0.21660654246807098,0.9942159652709961,0.4635464549064636,0.8689084649085999,0.21825404465198517,0.9935887455940247,0.5567218661308289,0.896996796131134,0.22812071442604065,0.9162269830703735,0.4721902310848236,0.8920961618423462,0.22937409579753876,0.8713968396186829,0.5830424427986145,0.9383652210235596,0.029731309041380882,0.9916409254074097,0.4527929425239563,0.9365240931510925,0.032012782990932465,0.9902204275131226
up,0.4852367341518402,0.08704190701246262,-0.4800264835357666,0.9999975562095642,0.4937872886657715,0.06793513149023056,-0.4573032855987549,0.9999890327453613,0.4993831217288971,0.06814532727003098,-0.45733213424682617,0.9999890923500061,0.5047129392623901,0.06863293051719666,-0.4573269784450531,0.999988317489624,0.47754114866256714,0.0683574378490448,-0.4564143121242523,0.9999876618385315,0.4722282886505127,0.0687626302242279,-0.4564468264579773,0.9999876618385315,0.46873632073402405,0.06924019008874893,-0.4564577639102936,0.9999869465827942,0.5114775896072388,0.07868846505880356,-0.2965756952762604,0.9999746680259705,0.46415606141090393,0.07891920208930969,-0.29262295365333557,0.9999681711196899,0.4962311387062073,0.10972222685813904,-0.4183039665222168,0.9999958276748657,0.4751157760620117,0.10945736616849899,-0.41742223501205444,0.9999951124191284,0.5627186894416809,0.20289675891399384,-0.17797380685806274,0.9999822974205017,0.4206753373146057,0.20638586580753326,-0.1714175045490265,0.9999773502349854,0.5765329003334045,0.35229140520095825,-0.10575385391712189,0.9898999929428101,0.4115418791770935,0.36370596289634705,-0.0970982164144516,0.9815275073051453,0.5938587188720703,0.48520660400390625,-0.24774007499217987,0.9777564406394958,0.3956681191921234,0.49401092529296875,-0.2230309545993805,0.9714173674583435,0.6035032272338867,0.5211979746818542,-0.2888057827949524,0.9486321210861206,0.38570791482925415,0.5370734333992004,-0.26506102085113525,0.9446584582328796,0.5981167554855347,0.5214414596557617,-0.3419232666492462,0.9537624716758728,0.392677366733551,0.5386014580726624,-0.3188473880290985,0.9497053027153015,0.5923407673835754,0.5107405781745911,-0.2719056010246277,0.945842444896698,0.39884012937545776,0.5236519575119019,-0.2475053071975708,0.9407134056091309,0.5316570401191711,0.46901261806488037,0.0007684232550673187,0.9998345971107483,0.45453938841819763,0.47061195969581604,-0.001007739221677184,0.9998185634613037,0.5471988916397095,0.6854375600814819,-0.01387128233909607,0.9937853217124939,0.45646414160728455,0.6808357834815979,-0.007131412625312805,0.9944268465042114,0.5644795894622803,0.8714397549629211,0.2317306250333786,0.9943960905075073,0.4635310173034668,0.8695043921470642,0.2358417958021164,0.993706226348877,0.5564792156219482,0.8973377346992493,0.2442251741886139,0.9169408679008484,0.47216033935546875,0.8932026028633118,0.24827714264392853,0.8743281960487366,0.583048939704895,0.9383032917976379,0.04541654512286186,0.9918755888938904,0.4531954228878021,0.9366095662117004,0.05139634758234024,0.9904332756996155
up,0.4789857268333435,0.08695950359106064,-0.47731590270996094,0.9999974370002747,0.4883289933204651,0.06678234785795212,-0.45506906509399414,0.9999886751174927,0.4941663146018982,0.06676724553108215,-0.45510491728782654,0.9999886751174927,0.499722421169281,0.06733787804841995,-0.45510435104370117,0.9999879002571106,0.47122693061828613,0.06745515018701553,-0.4533504545688629,0.999987006187439,0.4665367603302002,0.06781356036663055,-0.4533788561820984,0.9999867677688599,0.46298059821128845,0.0683196559548378,-0.45339179039001465,0.999985933303833,0.5076829195022583,0.07782159745693207,-0.29466384649276733,0.9999738931655884,0.4587695002555847,0.07796794921159744,-0.2872859239578247,0.9999654293060303,0.4906851649284363,0.10983464121818542,-0.4156875014305115,0.999995768070221,0.46915435791015625,0.10991423577070236,-0.4138466417789459,0.9999948740005493,0.5588379502296448,0.20284104347229004,-0.17712999880313873,0.9999822378158569,0.41594457626342773,0.20641177892684937,-0.16468341648578644,0.9999756217002869,0.5719307065010071,0.35244572162628174,-0.11087308824062347,0.9897804856300354,0.40713971853256226,0.36354026198387146,-0.08894030004739761,0.9801540374755859,0.5896977782249451,0.4857759475708008,-0.25737231969833374,0.9776570200920105,0.39117947220802307,0.49398839473724365,-0.21908581256866455,0.9695447683334351,0.5997384190559387,0.5217673182487488,-0.29979968070983887,0.9486725926399231,0.3816069960594177,0.5373453497886658,-0.26143479347229004,0.941689133644104,0.5933493375778198,0.5221338868141174,-0.3519405722618103,0.9536867737770081,0.387983113527298,0.5388365983963013,-0.31595489382743835,0.9469659328460693,0.5875781774520874,0.5115017890930176,-0.2810346186161041,0.9457291960716248,0.39402395486831665,0.5237592458724976,-0.2439761459827423,0.9380421042442322,0.5275272130966187,0.46980684995651245,0.0002701732737477869,0.9998374581336975,0.4493461549282074,0.4712391197681427,-0.0005048323073424399,0.9998159408569336,0.5455175042152405,0.6866981983184814,-0.01804335042834282,0.9936559796333313,0.45420557260513306,0.6818959712982178,-0.008604378439486027,0.9942426681518555,0.5641341805458069,0.8710410594940186,0.23466472327709198,0.9942425489425659,0.46327275037765503,0.8696658611297607,0.24344225227832794,0.9935334920883179,0.5564661026000977,0.8964542150497437,0.24826686084270477,0.915267288684845,0.47166937589645386,0.8928726315498352,0.2571973502635956,0.8752796649932861,0.5826828479766846,0.9381026029586792,0.050156235694885254,0.9916134476661682,0.452800452709198,0.9364583492279053,0.06119569018483162,0.9902164340019226
up,0.47468408942222595,0.0850319042801857,-0.4804163873195648,0.9999971985816956,0.48364248871803284,0.06483810395002365,-0.4589022994041443,0.9999874234199524,0.48938289284706116,0.06469494104385376,-0.45893412828445435,0.9999874234199524,0.49490880966186523,0.06518003344535828,-0.4589313864707947,0.9999865293502808,0.46686244010925293,0.06512965261936188,-0.456484854221344,0.9999853372573853,0.46235203742980957,0.06536600738763809,-0.45650991797447205,0.9999849200248718,0.4588100016117096,0.06588200479745865,-0.4565252661705017,0.9999839067459106,0.5030001401901245,0.075579933822155,-0.3010863661766052,0.9999713897705078,0.4547952115535736,0.07576611638069153,-0.29018354415893555,0.9999586939811707,0.48638901114463806,0.10861703008413315,-0.4192867875099182,0.9999953508377075,0.4652770459651947,0.10832572728395462,-0.41649454832077026,0.9999943375587463,0.5542207956314087,0.20219573378562927,-0.1859113872051239,0.999981701374054,0.4113287329673767,0.20525188744068146,-0.16759249567985535,0.9999744296073914,0.5661534070968628,0.35230663418769836,-0.11792498826980591,0.9894811511039734,0.40165868401527405,0.36248642206192017,-0.09181052446365356,0.9782647490501404,0.5837384462356567,0.4858674108982086,-0.25857222080230713,0.9769452810287476,0.38272303342819214,0.49317070841789246,-0.2207082211971283,0.9678018689155579,0.5927093625068665,0.522124171257019,-0.29943758249282837,0.9475044012069702,0.37333109974861145,0.5361299514770508,-0.26263490319252014,0.939333975315094,0.5855053067207336,0.5225623250007629,-0.350782573223114,0.952491044998169,0.378892719745636,0.5377923846244812,-0.3170106112957001,0.9448246359825134,0.5800861716270447,0.5117878913879395,-0.2816896438598633,0.9444396495819092,0.38447049260139465,0.5231724977493286,-0.24569490551948547,0.9359166622161865,0.522381603717804,0.46940094232559204,-0.0008696552249602973,0.9998390674591064,0.4446476101875305,0.47120198607444763,0.0006111330003477633,0.9998188018798828,0.543270468711853,0.6860407590866089,-0.015141213312745094,0.9936800599098206,0.45084863901138306,0.6842291355133057,-0.0008664366905577481,0.9942296743392944,0.5639985799789429,0.8665977120399475,0.2541283667087555,0.9942246675491333,0.4633265435695648,0.871174156665802,0.26227426528930664,0.9937158226966858,0.5568428635597229,0.8855241537094116,0.26967358589172363,0.914957582950592,0.4709698259830475,0.8946207165718079,0.27726495265960693,0.8797469139099121,0.5826143026351929,0.9384841322898865,0.0737515389919281,0.9916962385177612,0.4523482918739319,0.9382540583610535,0.08064507693052292,0.9904935359954834
up,0.4721793234348297,0.08441996574401855,-0.48572975397109985,0.9999963641166687,0.4814522862434387,0.06350835412740707,-0.46479201316833496,0.9999834895133972,0.487305223941803,0.06354856491088867,-0.4648309648036957,0.9999836683273315,0.4929511547088623,0.06402628868818283,-0.4648233950138092,0.9999822378158569,0.4641250669956207,0.06327489018440247,-0.46312230825424194,0.999981164932251,0.4589584767818451,0.063267782330513,-0.4631620943546295,0.9999804496765137,0.455289751291275,0.0634806677699089,-0.46318942308425903,0.9999793171882629,0.5004438161849976,0.07325175404548645,-0.3125321567058563,0.999963641166687,0.4508165717124939,0.07287134230136871,-0.3042434751987457,0.9999463558197021,0.48349443078041077,0.10764120519161224,-0.4263131022453308,0.9999938607215881,0.4622827172279358,0.10701616108417511,-0.4243844449520111,0.9999927878379822,0.5522657632827759,0.20026065409183502,-0.2063961774110794,0.999978244304657,0.40712547302246094,0.2048216611146927,-0.18077054619789124,0.9999706745147705,0.5614158511161804,0.35331207513809204,-0.15166804194450378,0.9889904856681824,0.39591509103775024,0.36413487792015076,-0.10861673206090927,0.9771758913993835,0.5766865611076355,0.4884890913963318,-0.29951971769332886,0.9756902456283569,0.3766212463378906,0.49833840131759644,-0.23320738971233368,0.9678236246109009,0.5848386287689209,0.5269111394882202,-0.3425171971321106,0.9458597898483276,0.36691802740097046,0.5424314141273499,-0.2736223042011261,0.9397740960121155,0.5776861310005188,0.5261204838752747,-0.3907352089881897,0.9506441354751587,0.37263384461402893,0.5442150831222534,-0.32562094926834106,0.9452378153800964,0.5723147988319397,0.5144134759902954,-0.3214622139930725,0.94269859790802,0.37822240591049194,0.5304455161094666,-0.2567853331565857,0.9370132684707642,0.5184833407402039,0.46962863206863403,-0.007634817156940699,0.9998037219047546,0.44088369607925415,0.47377660870552063,0.007372534833848476,0.9997919797897339,0.5309878587722778,0.670492947101593,-0.00899833720177412,0.9934776425361633,0.44787830114364624,0.686050295829773,0.011485212482511997,0.9934543967247009,0.5552634596824646,0.8594347238540649,0.2497054636478424,0.9936981797218323,0.4626646041870117,0.8723407983779907,0.26813456416130066,0.9930136203765869,0.5509228706359863,0.8795768022537231,0.2639419436454773,0.9041987657546997,0.4693310260772705,0.897411584854126,0.28228670358657837,0.8770660161972046,0.5670306086540222,0.9408556818962097,0.07384682446718216,0.9911270141601562,0.45094817876815796,0.9407671093940735,0.09211364388465881,0.9895504713058472
up,0.47508326172828674,0.07480652630329132,-0.5250962972640991,0.9999961256980896,0.4856666624546051,0.05512930825352669,-0.5026236772537231,0.9999834299087524,0.49188217520713806,0.055512502789497375,-0.5026649236679077,0.9999834895133972,0.4965466558933258,0.055643413215875626,-0.5026571154594421,0.9999819993972778,0.4664406180381775,0.05412881076335907,-0.501591682434082,0.999981164932251,0.460249662399292,0.053798239678144455,-0.5016278028488159,0.9999803900718689,0.4553774297237396,0.05365317314863205,-0.5016674399375916,0.9999793171882629,0.5044373273849487,0.06346727907657623,-0.3399626612663269,0.9999643564224243,0.4507119655609131,0.06267072260379791,-0.3341088891029358,0.9999489784240723,0.48747268319129944,0.09946078807115555,-0.4619268774986267,0.9999940991401672,0.4640832841396332,0.09883792698383331,-0.46063074469566345,0.9999932050704956,0.5547143816947937,0.1976567953824997,-0.22864201664924622,0.9999794363975525,0.40718889236450195,0.20034928619861603,-0.20015230774879456,0.9999682307243347,0.5631574392318726,0.35576340556144714,-0.17276868224143982,0.9884142279624939,0.39460182189941406,0.3636934459209442,-0.12701597809791565,0.9765340089797974,0.5766812562942505,0.4929569363594055,-0.33030515909194946,0.9722589254379272,0.37695688009262085,0.5023324489593506,-0.2655114531517029,0.9660000801086426,0.5840371251106262,0.5318971872329712,-0.3798910975456238,0.94089275598526,0.36734968423843384,0.5480844974517822,-0.3078761696815491,0.9372060894966125,0.5769060850143433,0.5305816531181335,-0.42740383744239807,0.9456867575645447,0.37389320135116577,0.5492428541183472,-0.3661371171474457,0.9429050087928772,0.5716856718063354,0.5184499025344849,-0.3521232306957245,0.9370996356010437,0.38049912452697754,0.5350362062454224,-0.29124000668525696,0.9350661039352417,0.5212263464927673,0.46981894969940186,-0.01595957577228546,0.9998107552528381,0.44239431619644165,0.4746064245700836,0.015828007832169533,0.9997657537460327,0.5362672805786133,0.6762741208076477,-0.060539208352565765,0.9933711886405945,0.44820618629455566,0.6857845187187195,0.07346422970294952,0.9904878735542297,0.552132785320282,0.8956652283668518,0.1635552942752838,0.9932889938354492,0.4626592993736267,0.8728561401367188,0.37239739298820496,0.9898324608802795,0.5452853441238403,0.9218023419380188,0.1723872572183609,0.8916119337081909,0.4691971242427826,0.8977433443069458,0.39123618602752686,0.8625660538673401,0.5639710426330566,0.9761078953742981,-0.04010997340083122,0.9901162981987,0.44955340027809143,0.9406806230545044,0.20577022433280945,0.9860084056854248
up,0.5663899183273315,-0.04108821228146553,-0.4006003737449646,0.9910014867782593,0.5767163038253784,-0.059720996767282486,-0.3873274028301239,0.9861195683479309,0.5830327868461609,-0.0563034825026989,-0.38732728362083435,0.9867631196975708,0.5890526175498962,-0.05275126174092293,-0.38735994696617126,0.9862546324729919,0.5574949383735657,-0.06677436083555222,-0.38703101873397827,0.987270712852478,0.5505887866020203,-0.06783273071050644,-0.38710731267929077,0.9879213571548462,0.5436362624168396,-0.06841278821229935,-0.38718679547309875,0.9885658621788025,0.5972970724105835,-0.03961551934480667,-0.2535180449485779,0.9852683544158936,0.5316806435585022,-0.050963032990694046,-0.25533393025398254,0.9921382069587708,0.57633376121521,-0.013993351720273495,-0.34643298387527466,0.9942800998687744,0.5527320504188538,-0.008777164854109287,-0.3460043966770172,0.9956258535385132,0.6597622036933899,0.10404794663190842,-0.14689067006111145,0.9979511499404907,0.46855634450912476,0.07883085310459137,-0.17523552477359772,0.9991398453712463,0.6769523620605469,0.30058231949806213,-0.02837330475449562,0.8086774945259094,0.4389861524105072,0.2716430425643921,-0.09951500594615936,0.8780124187469482,0.6949549317359924,0.47034358978271484,-0.10935705900192261,0.7533119320869446,0.40707820653915405,0.45769160985946655,-0.17400306463241577,0.7723357677459717,0.7012065649032593,0.5253799557685852,-0.1432175487279892,0.7306807637214661,0.38801589608192444,0.511044442653656,-0.21098677814006805,0.7497807741165161,0.6951831579208374,0.5251094698905945,-0.1979152411222458,0.7344236373901367,0.39875108003616333,0.5123783349990845,-0.2748953700065613,0.7562223672866821,0.6889698505401611,0.5143195986747742,-0.13388602435588837,0.7361887097358704,0.40754881501197815,0.49748191237449646,-0.20252113044261932,0.7641484141349792,0.5913169384002686,0.4573913514614105,-0.0043584187515079975,0.9958825707435608,0.48147135972976685,0.443475604057312,0.00435634795576334,0.9969664216041565,0.5813647508621216,0.7430101037025452,0.02627306804060936,0.8192335367202759,0.45354610681533813,0.7084694504737854,0.05650442838668823,0.8516870141029358,0.5721734166145325,0.965036153793335,0.1898660957813263,0.7127314805984497,0.43596968054771423,0.9251760840415955,0.25402525067329407,0.6962708830833435,0.5612465739250183,0.9750162363052368,0.19664590060710907,0.5283197164535522,0.4434242248535156,0.9448040723800659,0.2653575539588928,0.46190109848976135,0.5753215551376343,1.0518686771392822,0.034134794026613235,0.5987300276756287,0.4264140725135803,1.018155574798584,0.0929299145936966,0.5785199403762817
up,0.5145264863967896,0.03702937439084053,-0.5273961424827576,0.9956768155097961,0.5273569822311401,0.01880679279565811,-0.5025611519813538,0.9932778477668762,0.5337203741073608,0.020520957186818123,-0.5025569200515747,0.9935972094535828,0.5397493839263916,0.02224166877567768,-0.5025304555892944,0.9933452606201172,0.5095089077949524,0.014085189439356327,-0.5024735927581787,0.9938373565673828,0.504252016544342,0.01280198898166418,-0.5025438070297241,0.9941573739051819,0.49931877851486206,0.011637795716524124,-0.5026076436042786,0.9944571256637573,0.5468145608901978,0.03395896777510643,-0.33806031942367554,0.9927806258201599,0.49351510405540466,0.022110555320978165,-0.3434256911277771,0.9961254596710205,0.5233703255653381,0.060322120785713196,-0.46473389863967896,0.9972413182258606,0.5023149847984314,0.056405242532491684,-0.4649430215358734,0.997883141040802,0.593008816242218,0.1902748942375183,-0.2368202656507492,0.998999297618866,0.4281790256500244,0.16197162866592407,-0.2230466604232788,0.9995662569999695,0.5905300378799438,0.36552590131759644,-0.16356955468654633,0.9006937146186829,0.4030625820159912,0.3330099284648895,-0.1397634744644165,0.9359473586082458,0.597105085849762,0.5076223611831665,-0.3176952600479126,0.8591997027397156,0.3879476487636566,0.480404794216156,-0.2537606656551361,0.8780797719955444,0.6025573015213013,0.5549003481864929,-0.36790868639945984,0.829979419708252,0.3820194900035858,0.5237199068069458,-0.297557532787323,0.8550793528556824,0.5960572361946106,0.5533609390258789,-0.4159200191497803,0.8345581889152527,0.39418357610702515,0.5240405201911926,-0.3543391823768616,0.8594474196434021,0.5916244983673096,0.5370766520500183,-0.33962777256965637,0.8325145244598389,0.4003886282444,0.5089213252067566,-0.2789970636367798,0.8607519865036011,0.5491959452629089,0.482969731092453,-0.024081487208604813,0.9978442788124084,0.4599519670009613,0.476384699344635,0.02394922450184822,0.9982293844223022,0.5552816987037659,0.7246412634849548,-0.05978284031152725,0.9069904088973999,0.4545632004737854,0.6971709132194519,0.18761463463306427,0.9105947017669678,0.5718333125114441,0.9583731889724731,0.10510583966970444,0.8480886816978455,0.4426478445529938,0.8764227032661438,0.5718621611595154,0.807163417339325,0.5652859807014465,0.9733715653419495,0.10826846212148666,0.659670352935791,0.4494040906429291,0.898215115070343,0.5992507934570312,0.560083270072937,0.570595383644104,1.0356597900390625,-0.13007572293281555,0.780903697013855,0.4318781793117523,0.9479965567588806,0.413449764251709,0.7380056381225586
