class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5340202450752258,0.12642453610897064,-0.4631100594997406,0.9999949932098389,0.540686845779419,0.11103180795907974,-0.4404411315917969,0.9999785423278809,0.5444899201393127,0.11176148056983948,-0.44045010209083557,0.9999781250953674,0.5485233068466187,0.11257218569517136,-0.4404323101043701,0.999977171421051,0.5265536904335022,0.11038967221975327,-0.43985772132873535,0.9999775886535645,0.5210304856300354,0.11141052097082138,-0.4398772120475769,0.9999746680259705,0.5159794092178345,0.11285848915576935,-0.43987780809402466,0.9999723434448242,0.5532712340354919,0.12278278172016144,-0.28795039653778076,0.9999472498893738,0.5080534815788269,0.12652276456356049,-0.28548887372016907,0.9999324679374695,0.5417969226837158,0.14478401839733124,-0.4054650366306305,0.999991238117218,0.5243086218833923,0.14623157680034637,-0.40497976541519165,0.999989926815033,0.5995070934295654,0.24118256568908691,-0.18391408026218414,0.9999793767929077,0.4710769057273865,0.24561628699302673,-0.16820168495178223,0.9999687671661377,0.622233510017395,0.3662843704223633,-0.12352687120437622,0.9935762286186218,0.44407135248184204,0.3718196749687195,-0.09662526845932007,0.9833172559738159,0.6335614919662476,0.4857074022293091,-0.2624574899673462,0.9883387684822083,0.44137948751449585,0.49170273542404175,-0.21571305394172668,0.971338152885437,0.6372518539428711,0.5241766571998596,-0.3047645688056946,0.9714252352714539,0.4407903552055359,0.5279238820075989,-0.25680434703826904,0.9416633248329163,0.6285603046417236,0.5208963751792908,-0.35241177678108215,0.9737926125526428,0.449078232049942,0.523648202419281,-0.3053801655769348,0.9452580809593201,0.6241663694381714,0.510319173336029,-0.2835689187049866,0.9664437770843506,0.452031672000885,0.5128385424613953,-0.23779961466789246,0.9352449178695679,0.575126051902771,0.48932945728302,0.0005769951967522502,0.9998294115066528,0.5001774430274963,0.49301066994667053,-0.0006866170442663133,0.9998660087585449,0.591795027256012,0.6707067489624023,0.025870999321341515,0.9959380626678467,0.49556246399879456,0.676308274269104,0.019156020134687424,0.9973025918006897,0.605354905128479,0.845677375793457,0.23730306327342987,0.9964636564254761,0.5001798272132874,0.8462252020835876,0.2524297833442688,0.9970132112503052,0.59782475233078,0.8676580786705017,0.24807024002075195,0.9526275992393494,0.5103378891944885,0.8662475943565369,0.26380249857902527,0.9305696487426758,0.6279255747795105,0.9023979902267456,0.06424722820520401,0.994251549243927,0.4830927848815918,0.9052098393440247,0.0838959738612175,0.9942933320999146
up,0.5309776067733765,0.1257234364748001,-0.48175185918807983,0.9999960064888,0.5386898517608643,0.10992375016212463,-0.45849114656448364,0.9999828934669495,0.5426011681556702,0.11070896685123444,-0.45849475264549255,0.9999822974205017,0.5463632345199585,0.11161579936742783,-0.45848339796066284,0.9999813437461853,0.5236687064170837,0.10943450778722763,-0.45968255400657654,0.9999828338623047,0.5181572437286377,0.11047958582639694,-0.4597207009792328,0.9999808669090271,0.5133695602416992,0.11187687516212463,-0.45971983671188354,0.9999791979789734,0.5514696836471558,0.12225332856178284,-0.30363473296165466,0.9999584555625916,0.5057303309440613,0.12571780383586884,-0.3105868697166443,0.9999508857727051,0.5393829345703125,0.1446768343448639,-0.4232047498226166,0.999993085861206,0.521334171295166,0.14625559747219086,-0.4252987504005432,0.9999922513961792,0.5953510999679565,0.24122613668441772,-0.19134429097175598,0.9999794363975525,0.4669651985168457,0.24404048919677734,-0.1981382519006729,0.9999743700027466,0.6213067770004272,0.36400318145751953,-0.10851860046386719,0.9941460490226746,0.44092708826065063,0.3708556592464447,-0.13088887929916382,0.9856318235397339,0.6404306888580322,0.48412954807281494,-0.22313427925109863,0.9873157739639282,0.43467193841934204,0.49288710951805115,-0.2418878823518753,0.9735270142555237,0.6441229581832886,0.5204698443412781,-0.2550510764122009,0.9677919149398804,0.4348107874393463,0.52622389793396,-0.2810521423816681,0.9443706274032593,0.6391770839691162,0.5180709362030029,-0.3050931990146637,0.9706900715827942,0.4428829252719879,0.5207817554473877,-0.3293542265892029,0.9481270909309387,0.6352636814117432,0.5086785554885864,-0.24486127495765686,0.9634957313537598,0.44539469480514526,0.5103649497032166,-0.26370683312416077,0.9384543299674988,0.5738637447357178,0.48734015226364136,0.0036216534208506346,0.9998232126235962,0.4984288215637207,0.4917636811733246,-0.0037823854945600033,0.999864399433136,0.5921465158462524,0.6676514744758606,0.02661316469311714,0.9961649179458618,0.49359750747680664,0.6759188771247864,0.01124921627342701,0.997447669506073,0.6074602603912354,0.8410192728042603,0.24660834670066833,0.9965547323226929,0.5001716613769531,0.8461042642593384,0.23533782362937927,0.9971455335617065,0.6004122495651245,0.8627490401268005,0.2569275200366974,0.9527404308319092,0.5100775361061096,0.8665649890899658,0.24574151635169983,0.9316578507423401,0.6274492740631104,0.9007304310798645,0.07680660486221313,0.9944124221801758,0.48389139771461487,0.9046542048454285,0.065760537981987,0.9945120215415955
up,0.5329580307006836,0.126199409365654,-0.4622223973274231,0.9999966621398926,0.539842963218689,0.11016039550304413,-0.43962493538856506,0.9999857544898987,0.5438878536224365,0.11083691567182541,-0.43964114785194397,0.9999853372573853,0.5478218793869019,0.11167024075984955,-0.4396180510520935,0.9999842047691345,0.5258578062057495,0.10998395085334778,-0.4406901001930237,0.9999861717224121,0.5202020406723022,0.1110401377081871,-0.4407420754432678,0.9999849200248718,0.514930009841919,0.11242333799600601,-0.4407406449317932,0.9999834299087524,0.5528168678283691,0.1221819818019867,-0.29054877161979675,0.9999659061431885,0.5079675912857056,0.12599247694015503,-0.2962607443332672,0.999962329864502,0.5403839349746704,0.14472509920597076,-0.4062814712524414,0.9999940991401672,0.523699164390564,0.14646591246128082,-0.4080812931060791,0.9999935626983643,0.598456859588623,0.24101339280605316,-0.1856064647436142,0.9999790787696838,0.4701497554779053,0.24434472620487213,-0.19036626815795898,0.9999783039093018,0.6223104596138,0.36562445759773254,-0.1036732941865921,0.9945887923240662,0.4463873505592346,0.3708949387073517,-0.1232050284743309,0.9866289496421814,0.6473352313041687,0.4833037257194519,-0.22034497559070587,0.9870989918708801,0.4345737099647522,0.4937463402748108,-0.22664327919483185,0.9747132062911987,0.6540294885635376,0.5205495357513428,-0.25348135828971863,0.96627277135849,0.4339179992675781,0.5267016887664795,-0.2617405951023102,0.945953369140625,0.6495965719223022,0.5184658765792847,-0.30309203267097473,0.9695539474487305,0.4416470527648926,0.5214081406593323,-0.31406331062316895,0.9499629139900208,0.6457685828208923,0.5091240406036377,-0.24231378734111786,0.9628415703773499,0.44414645433425903,0.5113832950592041,-0.25072339177131653,0.9407519698143005,0.5749356150627136,0.48961305618286133,0.004447178915143013,0.9998186230659485,0.4995972514152527,0.4949067533016205,-0.00461952481418848,0.9998667240142822,0.6026046872138977,0.6669190526008606,0.05219178646802902,0.9964560866355896,0.4928075671195984,0.6772390007972717,0.028858354315161705,0.9977596998214722,0.6263285279273987,0.8357691168785095,0.2485111504793167,0.9968450665473938,0.4990638196468353,0.8460899591445923,0.25475770235061646,0.9974385499954224,0.6170258522033691,0.8566299080848694,0.2562781870365143,0.955558717250824,0.5078915953636169,0.8669741153717041,0.26464325189590454,0.9351932406425476,0.6517862677574158,0.8975143432617188,0.08062905073165894,0.9948395490646362,0.48327699303627014,0.9027413129806519,0.09153024107217789,0.9949619174003601
up,0.5508089661598206,0.12619997560977936,-0.4767811894416809,0.9999962449073792,0.557675838470459,0.11062336713075638,-0.45452600717544556,0.9999831914901733,0.5620917677879333,0.11119581013917923,-0.4545333981513977,0.9999827742576599,0.5664297342300415,0.11192908883094788,-0.4545226991176605,0.9999805688858032,0.5449124574661255,0.1111706793308258,-0.4543655514717102,0.9999849200248718,0.5397904515266418,0.112286277115345,-0.45443660020828247,0.9999842047691345,0.5349506735801697,0.11354998499155045,-0.4544641077518463,0.9999826550483704,0.5744175314903259,0.12214469164609909,-0.30483871698379517,0.9999598860740662,0.5301376581192017,0.12655971944332123,-0.303902268409729,0.9999627470970154,0.5590125918388367,0.14459873735904694,-0.4202711582183838,0.9999925494194031,0.545170783996582,0.14637404680252075,-0.4201517701148987,0.9999924898147583,0.6223887801170349,0.24069426953792572,-0.18889863789081573,0.9999720454216003,0.4917043149471283,0.24584251642227173,-0.19949255883693695,0.9999797940254211,0.6442998051643372,0.3653176724910736,-0.11746595054864883,0.9941508173942566,0.4641287922859192,0.3737865090370178,-0.13784503936767578,0.9877201318740845,0.6569051742553711,0.4830852448940277,-0.24202796816825867,0.9841606616973877,0.4492255747318268,0.49419736862182617,-0.24245783686637878,0.9767177104949951,0.6629728674888611,0.5218023061752319,-0.2764483392238617,0.9590662121772766,0.4500308930873871,0.5269970297813416,-0.2827734053134918,0.9485422372817993,0.6574873924255371,0.5196650624275208,-0.32439225912094116,0.962931752204895,0.4564572870731354,0.5213416814804077,-0.3273925483226776,0.9523183703422546,0.6533514857292175,0.5080779790878296,-0.2635924518108368,0.955856442451477,0.4583490788936615,0.5110539197921753,-0.26292625069618225,0.9436708688735962,0.5928875207901001,0.4928441345691681,0.005401446018368006,0.9998120665550232,0.5156024694442749,0.49629300832748413,-0.005579755175858736,0.9998751282691956,0.617321789264679,0.6759159564971924,0.0598713755607605,0.9964883327484131,0.5016618967056274,0.677771270275116,0.030914640054106712,0.9980040788650513,0.6313115358352661,0.8395087718963623,0.3021930754184723,0.9968876242637634,0.4988183081150055,0.8464504480361938,0.274884432554245,0.9976732134819031,0.62110435962677,0.8611717820167542,0.3155985474586487,0.9566481113433838,0.5067463517189026,0.8675920963287354,0.2886010408401489,0.94012051820755,0.6554438471794128,0.8984121084213257,0.1423681080341339,0.994766354560852,0.48205795884132385,0.901721715927124,0.1119367703795433,0.9952572584152222
up,0.5625565648078918,0.12798379361629486,-0.476919561624527,0.9999966621398926,0.5689007639884949,0.11278460919857025,-0.4531540274620056,0.99998539686203,0.5733615159988403,0.1132192313671112,-0.4531722962856293,0.9999849200248718,0.5769702792167664,0.1138303354382515,-0.4531598687171936,0.9999827146530151,0.555850625038147,0.11279632151126862,-0.45406803488731384,0.9999872446060181,0.5504418015480042,0.11350195109844208,-0.45413246750831604,0.9999869465827942,0.5450373291969299,0.11441438645124435,-0.4541340470314026,0.9999855160713196,0.5822833776473999,0.12332876771688461,-0.29857152700424194,0.9999634623527527,0.5373407602310181,0.12672358751296997,-0.3020477592945099,0.999970555305481,0.569048285484314,0.14662590622901917,-0.4181825518608093,0.9999932646751404,0.5536839962005615,0.14837709069252014,-0.419609010219574,0.9999933838844299,0.6287058591842651,0.24059604108333588,-0.17240077257156372,0.9999740719795227,0.49713459610939026,0.24621394276618958,-0.19617542624473572,0.9999834299087524,0.6529322862625122,0.36307790875434875,-0.10056014358997345,0.9942832589149475,0.46961063146591187,0.374569833278656,-0.1333720088005066,0.9895132184028625,0.6718403100967407,0.4805349111557007,-0.24370762705802917,0.9838505983352661,0.45592421293258667,0.4897344410419464,-0.24644407629966736,0.9790189266204834,0.6772929430007935,0.5183496475219727,-0.2797049880027771,0.957663893699646,0.4539702534675598,0.5231247544288635,-0.2896842956542969,0.952113926410675,0.6703187823295593,0.5142204761505127,-0.3313440978527069,0.961746871471405,0.461289644241333,0.517901599407196,-0.3365338444709778,0.9556295871734619,0.6669715642929077,0.5019792318344116,-0.26591116189956665,0.9547675848007202,0.4644394814968109,0.5074166059494019,-0.267875611782074,0.9469463229179382,0.5987228751182556,0.49748265743255615,0.01449768990278244,0.9998339414596558,0.5225738286972046,0.4960092008113861,-0.014662230387330055,0.9998933672904968,0.6206490397453308,0.6786196231842041,0.08848731219768524,0.9963083267211914,0.5042233467102051,0.6781699061393738,0.011184624396264553,0.9982377886772156,0.632291853427887,0.8432080149650574,0.32217004895210266,0.996916651725769,0.489576518535614,0.8463709950447083,0.2326633185148239,0.9978645443916321,0.6222042441368103,0.8656529784202576,0.33416056632995605,0.9602516293525696,0.4988469183444977,0.8663031458854675,0.24292950332164764,0.9413071274757385,0.6566053628921509,0.901323676109314,0.15986743569374084,0.9947689771652222,0.4695054888725281,0.9036643505096436,0.05990709736943245,0.9955076575279236
up,0.5451508164405823,0.11917619407176971,-0.4711790084838867,0.9999962449073792,0.5523769855499268,0.10364039242267609,-0.44721633195877075,0.9999834895133972,0.5570611357688904,0.10442809015512466,-0.44723835587501526,0.9999833106994629,0.5607567429542542,0.10536236315965652,-0.44723421335220337,0.9999812245368958,0.5383843183517456,0.10300791263580322,-0.4481542110443115,0.999984860420227,0.5335601568222046,0.10368417948484421,-0.4482053220272064,0.9999840259552002,0.528782844543457,0.10477851331233978,-0.44822949171066284,0.9999815225601196,0.565315842628479,0.11727236211299896,-0.2912023067474365,0.9999594688415527,0.5205278992652893,0.11916093528270721,-0.29625388979911804,0.9999629855155945,0.5530732870101929,0.13911128044128418,-0.41258105635643005,0.9999920725822449,0.5357446074485779,0.13937479257583618,-0.41433030366897583,0.9999914169311523,0.6105396151542664,0.241839200258255,-0.1750699281692505,0.9999759793281555,0.478752076625824,0.24187326431274414,-0.19377678632736206,0.9999831318855286,0.6255840063095093,0.36677736043930054,-0.10035058110952377,0.9929767847061157,0.46047529578208923,0.3682146966457367,-0.1283886432647705,0.982498288154602,0.645837128162384,0.49034321308135986,-0.23133020102977753,0.9807853102684021,0.45222315192222595,0.48887139558792114,-0.23276254534721375,0.9640802145004272,0.6494764089584351,0.5306448340415955,-0.2665227949619293,0.9530799984931946,0.4490109384059906,0.5252954959869385,-0.2754806876182556,0.9273178577423096,0.6429955363273621,0.5290718674659729,-0.31740036606788635,0.9574313163757324,0.45440593361854553,0.5229502320289612,-0.32202261686325073,0.9325466752052307,0.638435423374176,0.5179510712623596,-0.25362613797187805,0.9487747550010681,0.45746690034866333,0.5123083591461182,-0.2546994090080261,0.9198750257492065,0.5795539617538452,0.49389854073524475,0.011628689244389534,0.9998680949211121,0.5030634999275208,0.4949043393135071,-0.011838585138320923,0.9999290108680725,0.6081241369247437,0.6773078441619873,0.10951171815395355,0.9969025254249573,0.48952969908714294,0.6809398531913757,0.002159638563171029,0.9988225698471069,0.63188636302948,0.8440506458282471,0.3605985939502716,0.9976940751075745,0.48425596952438354,0.8535813689231873,0.22194504737854004,0.9986510276794434,0.6223158836364746,0.8661869168281555,0.37447744607925415,0.9646896719932556,0.49360376596450806,0.8732577562332153,0.2319498062133789,0.956173837184906,0.6572118401527405,0.904060959815979,0.19652056694030762,0.9958300590515137,0.46290159225463867,0.9085065722465515,0.047420989722013474,0.9969087243080139
up,0.5426546335220337,0.228914275765419,-0.7628007531166077,0.9999917149543762,0.5499641299247742,0.21068201959133148,-0.7396554946899414,0.9999678730964661,0.553907573223114,0.2110544592142105,-0.7396472692489624,0.9999701976776123,0.557753324508667,0.21149307489395142,-0.7397922277450562,0.999969482421875,0.5379942059516907,0.20963940024375916,-0.7392010688781738,0.9999719262123108,0.5338863134384155,0.20962147414684296,-0.739346981048584,0.9999718070030212,0.5301243662834167,0.20990462601184845,-0.7393549084663391,0.9999686479568481,0.5623029470443726,0.21555595099925995,-0.5714493989944458,0.999927282333374,0.5226263403892517,0.2153925597667694,-0.5690561532974243,0.9999352097511292,0.5495800375938416,0.24356922507286072,-0.698013961315155,0.9999831318855286,0.5340167284011841,0.24483641982078552,-0.6977146863937378,0.9999834299087524,0.6089057326316833,0.31490054726600647,-0.4284211993217468,0.9999610781669617,0.477045476436615,0.32116544246673584,-0.3913259506225586,0.9999728202819824,0.6360059976577759,0.43793588876724243,-0.3770548701286316,0.9936549067497253,0.4555252492427826,0.4371761977672577,-0.3035026490688324,0.9857029318809509,0.6578635573387146,0.5765994191169739,-0.4599952697753906,0.9701979160308838,0.44753456115722656,0.5522840619087219,-0.36349159479141235,0.9513046145439148,0.6660414338111877,0.6127169728279114,-0.4921146333217621,0.9241634011268616,0.44646722078323364,0.5897042155265808,-0.3905163109302521,0.8974383473396301,0.6600915789604187,0.6138650178909302,-0.5377895832061768,0.9297137260437012,0.450775146484375,0.5935055613517761,-0.4384213387966156,0.9031701683998108,0.6555293798446655,0.6011636257171631,-0.4783899188041687,0.9174538850784302,0.45437535643577576,0.5747020840644836,-0.38392359018325806,0.8855208158493042,0.5819867253303528,0.5091360211372375,0.0019238326931372285,0.9998481273651123,0.5086710453033447,0.5129891037940979,-0.001973576145246625,0.9999075531959534,0.615334153175354,0.670964241027832,-0.16766571998596191,0.9963074922561646,0.4887281060218811,0.6754162907600403,-0.14119236171245575,0.9980488419532776,0.6317605376243591,0.8399763107299805,0.050635360181331635,0.9975330829620361,0.4840206205844879,0.8451576232910156,0.08161120116710663,0.9979938268661499,0.6231182217597961,0.865884006023407,0.0600871741771698,0.9635311961174011,0.4929051399230957,0.870465874671936,0.09086697548627853,0.9387669563293457,0.6539679169654846,0.9008153080940247,-0.1432231217622757,0.9952530264854431,0.4658025801181793,0.9077275395393372,-0.1080271378159523,0.9953659772872925
down,0.5390492677688599,0.38010480999946594,-0.952349066734314,0.9999951720237732,0.5468332767486572,0.36046305298805237,-0.9288978576660156,0.9999880790710449,0.5515535473823547,0.359579473733902,-0.9289692044258118,0.9999858736991882,0.55559241771698,0.35900360345840454,-0.9292187690734863,0.9999880194664001,0.5297767519950867,0.3609817624092102,-0.9270657300949097,0.9999824166297913,0.5241628885269165,0.36048179864883423,-0.9271016120910645,0.9999756217002869,0.5201578736305237,0.360134094953537,-0.9270760416984558,0.9999739527702332,0.564987301826477,0.35875949263572693,-0.748153030872345,0.9999743103981018,0.5147546529769897,0.3597933351993561,-0.7398785352706909,0.999943733215332,0.5490733981132507,0.3927026689052582,-0.8814517855644226,0.9999951124191284,0.529495120048523,0.39508384466171265,-0.8790510892868042,0.9999939203262329,0.6105968356132507,0.4433022737503052,-0.5777817368507385,0.9999895095825195,0.4748140871524811,0.4506235420703888,-0.5364636182785034,0.9999043941497803,0.6439091563224792,0.5835001468658447,-0.6153433322906494,0.9956733584403992,0.4513501226902008,0.5926408767700195,-0.5451682806015015,0.9654755592346191,0.6637545824050903,0.7025474905967712,-0.7273907661437988,0.9765234589576721,0.44128483533859253,0.7285805344581604,-0.66508549451828,0.8668557405471802,0.6716905832290649,0.7430090308189392,-0.7792946100234985,0.9388845562934875,0.43499627709388733,0.759540319442749,-0.7103837728500366,0.779742956161499,0.6616070866584778,0.7441388368606567,-0.8114665746688843,0.943844735622406,0.44473567605018616,0.7592867016792297,-0.7531908750534058,0.7887027263641357,0.6556873321533203,0.7313901782035828,-0.742518424987793,0.9312048554420471,0.4496426582336426,0.7492201924324036,-0.6852375864982605,0.7608128190040588,0.579532265663147,0.5498663783073425,-0.003897190559655428,0.9999630451202393,0.5041264295578003,0.5556430220603943,0.004040741361677647,0.9999154806137085,0.60967618227005,0.6616737842559814,-0.5208954811096191,0.975604772567749,0.48452091217041016,0.6531605124473572,-0.4732665419578552,0.9761269688606262,0.626705527305603,0.8453208208084106,-0.2084779441356659,0.9841538667678833,0.4807164669036865,0.8406236171722412,-0.1632663458585739,0.9886630773544312,0.6202902793884277,0.8677660822868347,-0.19024041295051575,0.8953412771224976,0.48972010612487793,0.870959997177124,-0.14400731027126312,0.9081048369407654,0.647555947303772,0.8951551914215088,-0.4252983033657074,0.9746306538581848,0.464473158121109,0.9092735052108765,-0.3715934157371521,0.978987991809845
down,0.5380859971046448,0.3876286447048187,-0.9664502143859863,0.9999961256980896,0.5460326671600342,0.3673124313354492,-0.9423708915710449,0.9999908208847046,0.5508989095687866,0.3663877248764038,-0.9424232244491577,0.9999887347221375,0.554820716381073,0.3656761944293976,-0.942644476890564,0.9999905228614807,0.5292380452156067,0.3682209551334381,-0.9410136938095093,0.9999854564666748,0.5238430500030518,0.36775562167167664,-0.9410616755485535,0.9999793171882629,0.519698441028595,0.36735737323760986,-0.9410408735275269,0.999977707862854,0.5642876625061035,0.3649753928184509,-0.7606276273727417,0.9999794960021973,0.5140494704246521,0.3664378225803375,-0.7548328638076782,0.9999508261680603,0.5483741164207458,0.3992564082145691,-0.8956578969955444,0.999996542930603,0.5287414789199829,0.40257227420806885,-0.8939478993415833,0.9999954700469971,0.6099305748939514,0.4511156678199768,-0.5871409177780151,0.9999923706054688,0.47269701957702637,0.4592934548854828,-0.5530601739883423,0.9998993873596191,0.6438467502593994,0.5887128710746765,-0.6273446083068848,0.9964860677719116,0.44993314146995544,0.604059636592865,-0.5659608840942383,0.9657227993011475,0.6670221090316772,0.7112253904342651,-0.749771237373352,0.9807965755462646,0.43350934982299805,0.7343863248825073,-0.6887984871864319,0.8620338439941406,0.6753116846084595,0.7480720281600952,-0.8033148050308228,0.9490064978599548,0.4271116852760315,0.7669424414634705,-0.735542356967926,0.7711830139160156,0.6640934348106384,0.7490293979644775,-0.8347451090812683,0.9533324837684631,0.44013118743896484,0.7671299576759338,-0.777468740940094,0.7800125479698181,0.659079909324646,0.7376338243484497,-0.7649901509284973,0.9413723349571228,0.4444755017757416,0.7575244903564453,-0.708431601524353,0.7483212947845459,0.5791729688644409,0.553528368473053,-0.003631328698247671,0.999967634677887,0.5028494596481323,0.5604873895645142,0.0037573904264718294,0.9999045729637146,0.6094357967376709,0.6645953059196472,-0.5252556204795837,0.9722685217857361,0.4808264374732971,0.6598444581031799,-0.47734418511390686,0.9729232788085938,0.6266773343086243,0.8437722325325012,-0.20938661694526672,0.9808558821678162,0.4805336594581604,0.8431158661842346,-0.16696852445602417,0.9873634576797485,0.6201082468032837,0.8679724931716919,-0.18852247297763824,0.878625214099884,0.49009719491004944,0.8736337423324585,-0.14605113863945007,0.9034343361854553,0.6473691463470459,0.8942539095878601,-0.4227837920188904,0.9700183868408203,0.4639580249786377,0.9093768000602722,-0.37655946612358093,0.9761884808540344
down,0.5376569032669067,0.39027681946754456,-0.9472473859786987,0.9999964237213135,0.5458354353904724,0.36988112330436707,-0.9232169985771179,0.9999917149543762,0.5504317879676819,0.36892175674438477,-0.9232751727104187,0.9999894499778748,0.5543872117996216,0.3681277334690094,-0.9234879612922668,0.9999910593032837,0.5287191867828369,0.3709965646266937,-0.9215677976608276,0.9999858736991882,0.5230615139007568,0.3707290589809418,-0.9216126203536987,0.9999797940254211,0.5187963247299194,0.37048521637916565,-0.9215928912162781,0.9999778866767883,0.5633106827735901,0.36756426095962524,-0.7452263832092285,0.9999805092811584,0.5125138759613037,0.37043496966362,-0.738069474697113,0.9999510645866394,0.5478583574295044,0.40239953994750977,-0.8783800005912781,0.9999973773956299,0.5279680490493774,0.406206876039505,-0.8761079907417297,0.9999963641166687,0.6093689203262329,0.4555758237838745,-0.5740329623222351,0.9999942779541016,0.4704147279262543,0.46578434109687805,-0.5399719476699829,0.9999021887779236,0.6430969834327698,0.5908632874488831,-0.6138928532600403,0.9970393776893616,0.4468795359134674,0.6079200506210327,-0.5534838438034058,0.9686130881309509,0.667594850063324,0.7138993144035339,-0.7302505373954773,0.9834054112434387,0.43027013540267944,0.7330219745635986,-0.6744539141654968,0.8708347678184509,0.6766949892044067,0.7504571676254272,-0.7819710969924927,0.9555649757385254,0.4241827130317688,0.767583966255188,-0.7191494107246399,0.7823517918586731,0.6653116345405579,0.7522958517074585,-0.8130468130111694,0.9597398042678833,0.4357036054134369,0.7669583559036255,-0.7611865997314453,0.7917259335517883,0.6602821946144104,0.7405978441238403,-0.7451891899108887,0.948657751083374,0.44150733947753906,0.756842315196991,-0.6939859986305237,0.7599689960479736,0.5788140296936035,0.5557745695114136,-0.003487946465611458,0.9999696612358093,0.5022969841957092,0.5624731183052063,0.003618445247411728,0.9998958706855774,0.6106441020965576,0.6662625670433044,-0.5147060751914978,0.9701414704322815,0.4806934893131256,0.6590595841407776,-0.4652481973171234,0.968722403049469,0.6267261505126953,0.8427143096923828,-0.19902856647968292,0.9776655435562134,0.4803730547428131,0.8424336314201355,-0.15680795907974243,0.9853131175041199,0.6199058890342712,0.8688554763793945,-0.1799224317073822,0.8649895191192627,0.4896392226219177,0.8718020915985107,-0.1371425986289978,0.8985670804977417,0.6471099853515625,0.8944538831710815,-0.4117196202278137,0.9650502800941467,0.46453404426574707,0.9107655882835388,-0.3643011450767517,0.9726926684379578
